family,genus
Bignoniaceae,Campana
Gesneriaceae,Campanea
Rubiaceae,Campanocalyx
Geocalycaceae,Campanocolea
Oleaceae,Campanolea
Campanulaceae,Campanula
Campanulaceae,Campanulastrum
Campanulaceae,Campanulopsis
Orchidaceae,Campanulorchis
Campanulaceae,Campanumoea
Orchidaceae,Campbellara
Orobanchaceae,Campbellia
Velloziaceae,Campderia
Palmae,Campecarpus
Poaceae,Campeiostachys
Apocynaceae,Campelepis
Commelinaceae,Campelia
Gramineae,Campella
Apocynaceae,Campestigma
Lauraceae,Camphora
Lauraceae,Camphoromoea
Myrtaceae,Camphoromyrtus
Amaranthaceae,Camphorosma
Goodeniaceae,Camphusia
Melastomataceae,Campimia
Dryopteridaceae,Campium
Anacardiaceae,Campnosperma
Myrtaceae,Campomanesia
Compositae,Campovassouria
Fabaceae,Campsiandra
Bignoniaceae,Campsidium
Bignoniaceae,Campsis
Compositae,Camptacra
Zingiberaceae,Camptandra
Pteridaceae,Campteria
Apocynaceae,Camptocarpus
Lembophyllaceae,Camptochaete
Dryopteridaceae,Camptodium
Dicranaceae,Camptodontium
Sapindaceae,Camptolepis
Scrophulariaceae,Camptoloma
Rubiaceae,Camptophytum
Rubiaceae,Camptopus
Colchicaceae,Camptorrhiza
Fabaceae,Camptosema
Aspleniaceae,Camptosorus
Malvaceae,Camptostemon
Achariaceae,Camptostylus
Cornaceae,Camptotheca
Brachytheciaceae,Camptothecium
Ochnaceae,Camptouratea
Scrophulariaceae,Campuleia
Gramineae,Campuloa
Compositae,Campuloclinium
Poaceae,Campulosus
Asparagaceae,Campylandra
Malvaceae,Campylanthera
Plantaginaceae,Campylanthus
Geraniaceae,Campylia
Amblystegiaceae,Campyliadelphus
Amblystegiaceae,Campylidium
Amblystegiaceae,Campylium
Rubiaceae,Campylobotrys
Boraginaceae,Campylocaryum
Orchidaceae,Campylocentrum
Ochnaceae,Campylocercum
Combretaceae,Campylochiton
Ochnaceae,Campylochnella
Fabroniaceae,Campylodontium
Polypodiaceae,Campylogramma
Combretaceae,Campylogyne
Lejeuneaceae,Campylolejeunea
Polypodiaceae,Campyloneurum
Anacardiaceae,Campylopetalum
Hypnaceae,Campylophyllum
Dicranaceae,Campylopodiella
Dicranaceae,Campylopodium
Cruciferae,Campyloptera
Dicranaceae,Campylopus
Burmanniaceae,Campylosiphon
Ochnaceae,Campylospermum
Stilbaceae,Campylostachys
Ptychomitriaceae,Campylostelium
Celastraceae,Campylostemon
Compositae,Campylotheca
Fabaceae,Campylotropis
Campynemataceae,Campynema
Campynemataceae,Campynemanthe
Meliaceae,Camunium
Gramineae,Camusia
Poaceae,Camusiella
Euphorbiaceae,Canaca
Myricaceae,Canacomyrica
Orchidaceae,Canacorchis
Compositae,Canadanthus
Loganiaceae,Canala
Hypopterygiaceae,Canalohypopterygium
Annonaceae,Cananga
Annonaceae,Canangium
Phyllanthaceae,Canariastrum
Burseraceae,Canariellum
Campanulaceae,Canarina
Burseraceae,Canariopsis
Burseraceae,Canarium
Poaceae,Canastra
Fabaceae,Canavalia
Papaveraceae,Canbya
Malvaceae,Cancellaria
Compositae,Cancrinia
Compositae,Cancriniella
Euphorbiaceae,Candelabria
Dilleniaceae,Candollea
Fabaceae,Candolleodendron
Loranthaceae,Candollina
Canellaceae,Canella
Rubiaceae,Canephora
Bromeliaceae,Canistropsis
Bromeliaceae,Canistrum
Fabaceae,Canizaresia
Cannaceae,Canna
Cannabaceae,Cannabis
Apiaceae,Cannaboides
Restionaceae,Cannomois
Celastraceae,Canotia
Euphorbiaceae,Canschi
Gentianaceae,Canscora
Fabaceae,Cansenia
Opiliaceae,Cansjera
Solanaceae,Cantalea
Fabaceae,Cantharospermum
Rubiaceae,Canthiopsis
Rubiaceae,Canthium
Rubiaceae,Canthopsis
Stemonuraceae,Cantleya
Polemoniaceae,Cantua
Fabaceae,Cantuffa
Polypodiaceae,Caobangia
Euphorbiaceae,Caoutchoua
Gesneriaceae,Capanea
Orchidaceae,Capanemia
Fabaceae,Capassa
Compositae,Capelio
Euphorbiaceae,Capellenia
Dilleniaceae,Capellia
Cyperaceae,Capeobolus
Poaceae,Capeochloa
Euphorbiaceae,Caperonia
Ranunculaceae,Capethia
Poaceae,Capillipedium
Lejeuneaceae,Capillolejeunea
Rubiaceae,Capirona
Lamiaceae,Capitanopsis
Labiatae,Capitanya
Melastomataceae,Capitellaria
Cyperaceae,Capitularia
Cyperaceae,Capitularina
Papaveraceae,Capnites
Papaveraceae,Capnoides
Apiaceae,Capnophyllum
Capparaceae,Capparicordis
Capparaceae,Capparidastrum
Capparaceae,Capparis
Scrophulariaceae,Capraria
Moraceae,Caprificus
Caprifoliaceae,Caprifolium
Gramineae,Capriola
Rubiaceae,Caprosma
Brassicaceae,Capsella
Canellaceae,Capsicodendron
Solanaceae,Capsicum
Rubiaceae,Captaincookia
Sapotaceae,Capurodendron
Apocynaceae,Capuronetta
Lythraceae,Capuronia
Meliaceae,Capuronianthus
Celastraceae,Capusia
Rubiaceae,Caquepira
Marcgraviaceae,Caracasia
Compositae,Caradesia
Compositae,Caraea
Fabaceae,Caragana
Bromeliaceae,Caraguata
Calophyllaceae,Caraipa
Podostemaceae,Carajaea
Rhizophoraceae,Carallia
Apocynaceae,Caralluma
Sapotaceae,Caramuri
Rubiaceae,Carandra
Passifloraceae,Carania
Meliaceae,Carapa
Rubiaceae,Carapichea
Compositae,Carbeni
Euphorbiaceae,Carcia
Brassicaceae,Cardamine
Brassicaceae,Cardaminopsis
Zingiberaceae,Cardamomum
Acanthaceae,Cardanthera
Cruciferae,Cardaria
Iridaceae,Cardenanthus
Fabaceae,Cardenasia
Anacardiaceae,Cardenasiodendron
Acanthaceae,Cardiacanthus
Hydrangeaceae,Cardiandra
Orchidaceae,Cardiochilos
Tectariaceae,Cardiochlaena
Convolvulaceae,Cardiochlamys
Liliaceae,Cardiocrinum
Moraceae,Cardiogyne
Lejeuneaceae,Cardiolejeunea
Hymenophyllaceae,Cardiomanes
Caryophyllaceae,Cardionema
Annonaceae,Cardiopetalum
Sapindaceae,Cardiophyllarium
Orchidaceae,Cardiophyllum
Cardiopteridaceae,Cardiopteris
Sapindaceae,Cardiospermum
Iridaceae,Cardiostigma
Verbenaceae,Cardioteucris
Compositae,Cardonaea
Compositae,Cardopatium
Dicranaceae,Cardotia
Orthotrichaceae,Cardotiella
Compositae,Carduncellus
Compositae,Carduocirsium
Compositae,Carduus
Proteaceae,Cardwellia
Zingiberaceae,Carenophila
Cyperaceae,Carex
Lecythidaceae,Careya
Ebenaceae,Cargillia
Hypnaceae,Caribaeohypnum
Nyctaginaceae,Caribea
Caricaceae,Carica
Calymperaceae,Carinafolium
Brassicaceae,Carinavalva
Lecythidaceae,Cariniana
Cruciferae,Carinivalva
Rubiaceae,Carinta
Melastomataceae,Carionia
Apocynaceae,Carissa
Fabaceae,Carissoa
Gentianaceae,Carissophyllum
Carlemanniaceae,Carlemannia
Araceae,Carlephyton
Apiaceae,Carlesia
Compositae,Carlina
Onagraceae,Carlostephania
Amaryllidaceae,Carlotea
Acanthaceae,Carlowrightia
Compositae,Carlquistia
Cyclanthaceae,Carludovica
Compositae,Carmelita
Rubiaceae,Carmenocania
Fabaceae,Carmichaelia
Compositae,Carminatia
Boraginaceae,Carmona
Proteaceae,Carnarvonia
Cactaceae,Carnegiea
Monimiaceae,Carnegieodoxa
Primulaceae,Carolinella
Gesneriaceae,Carolofritschia
Malpighiaceae,Carolus
Apiaceae,Caropodium
Apiaceae,Caropsis
Amaranthaceae,Caroxylon
Rubiaceae,Carpacoce
Aizoaceae,Carpanthea
Salviniaceae,Carpanthus
Arecaceae,Carpentaria
Hydrangeaceae,Carpenteria
Convolvulaceae,Carpentia
Compositae,Carpesium
Cyperaceae,Carpha
Rubiaceae,Carphalea
Compositae,Carphephorus
Compositae,Carphochaete
Betulaceae,Carpinus
Aizoaceae,Carpobrotus
Gesneriaceae,Carpocalymna
Martyniaceae,Carpoceras
Rousseaceae,Carpodetus
Apocynaceae,Carpodinopsis
Apocynaceae,Carpodinus
Malvaceae,Carpodiptera
Woodsiaceae,Carpogymnia
Plagiochilaceae,Carpolepidum
Myrtaceae,Carpolepis
Polygalaceae,Carpolobia
Amaryllidaceae,Carpolyza
Brassicaceae,Carponema
Caryophyllaceae,Carpophora
Brassicaceae,Carpopodium
Fabaceae,Carpopogon
Rubiaceae,Carpothalis
Achariaceae,Carpotroche
Oleaceae,Carpoxis
Arecaceae,Carpoxylon
Eriocaulaceae,Carptotepala
Piperaceae,Carpunya
Piperaceae,Carpupica
Compositae,Carramboa
Brassicaceae,Carrichtera
Salicaceae,Carrierea
Corsiniaceae,Carringtonia
Fabaceae,Carrissoa
Fabaceae,Carroa
Menispermaceae,Carronia
Aizoaceae,Carruanthus
Apocynaceae,Carruthersia
Orchidaceae,Carterara
Rubiaceae,Carterella
Orchidaceae,Carteretia
Compositae,Carterothamnus
Compositae,Carthamus
Brassicaceae,Cartiera
Commelinaceae,Cartonema
Oleaceae,Cartrema
Rubiaceae,Caruelina
Apiaceae,Carum
Euphorbiaceae,Carumbium
Apocynaceae,Caruncularia
Apocynaceae,Carvalhoa
Acanthaceae,Carvia
Juglandaceae,Carya
Caryocaraceae,Caryocar
Poaceae,Caryochloa
Rubiaceae,Caryococca
Lauraceae,Caryodaphne
Lauraceae,Caryodaphnopsis
Euphorbiaceae,Caryodendron
Dipterocarpaceae,Caryolobis
Fabaceae,Caryolobium
Boraginaceae,Caryolopha
Menispermaceae,Caryomene
Rosaceae,Caryophyllata
Gramineae,Caryophyllea
Myrtaceae,Caryophyllus
Lamiaceae,Caryopteris
Celastraceae,Caryospermum
Arecaceae,Caryota
Aizoaceae,Caryotophora
Simaroubaceae,Casabitoa
Ranunculaceae,Casalea
Rubiaceae,Casasia
Apocynaceae,Cascabela
Saxifragaceae,Cascadia
Rubiaceae,Cascarilla
Fabaceae,Cascaronia
Salicaceae,Casearia
Fabaceae,Cashalia
Icacinaceae,Casimirella
Rutaceae,Casimiroa
Poaceae,Casiostega
Orchidaceae,Casoara
Fabaceae,Casparea
Fabaceae,Caspareopsis
Fabaceae,Casparia
Begoniaceae,Casparya
Amaranthaceae,Caspia
Ericaceae,Cassandra
Pteridaceae,Cassebeera
Melastomataceae,Cassebeeria
Verbenaceae,Casselia
Fabaceae,Cassia
Sapotaceae,Cassidispermum
Apiaceae,Cassidocarpus
Celastraceae,Cassine
Compositae,Cassinia
Icacinaceae,Cassinopsis
Ericaceae,Cassiope
Rhizophoraceae,Cassipourea
Rubiaceae,Cassupa
Convolvulaceae,Cassutha
Anacardiaceae,Cassuvium
Cactaceae,Cassyta
Lauraceae,Cassytha
Nymphaeaceae,Castalia
Compositae,Castalis
Fagaceae,Castanea
Compositae,Castanedia
Sapindaceae,Castanella
Fabaceae,Castanocarpus
Trichocoleaceae,Castanoclobos
Connaraceae,Castanola
Fagaceae,Castanopsis
Fabaceae,Castanospermum
Sapindaceae,Castanospora
Simaroubaceae,Castela
Verbenaceae,Castelia
Amaryllidaceae,Castellanoa
Cactaceae,Castellanosia
Poaceae,Castellia
Podostemaceae,Castelnavia
Compositae,Castenedia
Euphorbiaceae,Castiglionia
Moraceae,Castilla
Orobanchaceae,Castilleja
Moraceae,Castilloa
Verbenaceae,Castorea
Melastomataceae,Castratella
Compositae,Castrilanthemum
Compositae,Castroviejoa
Casuarinaceae,Casuarina
Poaceae,Catabrosa
Poaceae,Catabrosella
Melastomataceae,Catachaenia
Orchidaceae,Catachaetum
Fabaceae,Catacline
Restionaceae,Catacolea
Brassicaceae,Catadysia
Brachytheciaceae,Catagoniopsis
Catagoniaceae,Catagonium
Cyperaceae,Catagyna
Proteaceae,Catalepidia
Poaceae,Catalepis
Bignoniaceae,Catalpa
Compositae,Catamixis
Orchidaceae,Catamodes
Compositae,Catananche
Orchidaceae,Catanoches
Melastomataceae,Catanthera
Poaceae,Catapodium
Combretaceae,Catappa
Proteaceae,Catas
Orchidaceae,Catasetum
Gramineae,Catatherophora
Compositae,Catatia
Fabaceae,Catenaria
Cruciferae,Catenularia
Brassicaceae,Catenulina
Rubiaceae,Catesbaea
Rubiaceae,Catesbya
Celastraceae,Catha
Apocynaceae,Catharanthus
Polytrichaceae,Catharinea
Polytrichaceae,Catharinella
Poaceae,Cathariostachys
Daltoniaceae,Catharomnion
Fabaceae,Cathartocarpus
Linaceae,Cathartolinum
Celastraceae,Cathastrum
Pinaceae,Cathaya
Gesneriaceae,Cathayanthe
Salicaceae,Cathayeia
Papaveraceae,Cathcartia
Orchidaceae,Cathea
Olacaceae,Cathedra
Poaceae,Cathestecum
Apocynaceae,Cathetostemma
Phyllanthaceae,Cathetus
Fabaceae,Cathormion
Iridaceae,Catila
Zingiberaceae,Catimbium
Myrtaceae,Catinga
Palmae,Catis
Arecaceae,Catoblastus
Melastomataceae,Catocoryne
Lamiaceae,Catoferia
Compositae,Catolesia
Brassicaceae,Catolobus
Melastomataceae,Catonia
Labiatae,Catopheria
Bignoniaceae,Catophractes
Bromeliaceae,Catopsis
Catoscopiaceae,Catoscopium
Goodeniaceae,Catosperma
Goodeniaceae,Catospermum
Malvaceae,Catostemma
Palmae,Catostigma
Orchidaceae,Cattkeria
Orchidaceae,Cattleya
Orchidaceae,Cattleyopsis
Orchidaceae,Cattleyopsisgoa
Orchidaceae,Cattleyopsistonia
Orchidaceae,Cattleytonia
Orchidaceae,Cattotes
Rubiaceae,Cattutella
Rubiaceae,Catunaregam
Euphorbiaceae,Caturus
Orchidaceae,Caucaea
Apiaceae,Caucaliopsis
Apiaceae,Caucalis
Malpighiaceae,Caucanthus
Compositae,Caucasalia
Lejeuneaceae,Caudalejeunea
Fabaceae,Caudoleucaena
Oxalidaceae,Caudoxalis
Brassicaceae,Caulanthus
Orchidaceae,Caularthron
Fabaceae,Caulinia
Fabaceae,Caulocarpus
Zingiberaceae,Caulokaempferia
Berberidaceae,Caulophyllum
Brassicaceae,Caulostramina
Fabaceae,Caulotretus
Chrysobalanaceae,Causea
Cyperaceae,Caustis
Zingiberaceae,Cautleya
Euphorbiaceae,Cavacoa
Compositae,Cavalcantia
Hamamelidaceae,Cavaleriea
Caprifoliaceae,Cavaleriella
Icacinaceae,Cavanilla
Malvaceae,Cavanillesia
Fabaceae,Cavaraea
Compositae,Cavea
Ericaceae,Cavendishia
Blasiaceae,Cavicularia
Compositae,Caxamarca
Cucurbitaceae,Cayaponia
Resedaceae,Caylusea
Vitaceae,Cayratia
Rhamnaceae,Ceanothus
Amaryllidaceae,Cearanthes
Boraginaceae,Ceballosia
Menispermaceae,Cebatha
Fabaceae,Cebipira
Dicranaceae,Cecalyphum
Loranthaceae,Cecarria
Euphorbiaceae,Cecchia
Urticaceae,Cecropia
Meliaceae,Cedrela
Fabaceae,Cedrelinga
Meliaceae,Cedrelopsis
Lamiaceae,Cedronella
Simaroubaceae,Cedronia
Cucurbitaceae,Cedrostis
Lauraceae,Cedrota
Pinaceae,Cedrus
Malvaceae,Ceiba
Euphorbiaceae,Celaenodendron
Celastraceae,Celastrus
Acanthaceae,Celerina
Phyllanthaceae,Celianella
Gentianaceae,Celiantha
Compositae,Celmisia
Amaranthaceae,Celosia
Scrophulariaceae,Celsia
Cannabaceae,Celtis
Proteaceae,Cenarrhenes
Gramineae,Cenchropsis
Poaceae,Cenchrus
Euphorbiaceae,Cenesmon
Compositae,Cenia
Malvaceae,Cenocentrum
Compositae,Cenocline
Apiaceae,Cenolophium
Zingiberaceae,Cenolophon
Fabaceae,Cenostigma
Rubiaceae,Censcus
Compositae,Centaurea
Compositae,Centaureopappus
Gentianaceae,Centaurium
Compositae,Centaurodendron
Compositae,Centauropsis
Compositae,Centaurothamnus
Apiaceae,Centella
Amaranthaceae,Centema
Amaranthaceae,Centemopsis
Polygonaceae,Centinodia
Compositae,Centipeda
Gramineae,Centosteca
Poaceae,Centotheca
Compositae,Centrachena
Melastomataceae,Centradenia
Melastomataceae,Centradeniastrum
Euphorbiaceae,Centrandra
Orobanchaceae,Centranthera
Orobanchaceae,Centrantheropsis
Caprifoliaceae,Centranthus
Compositae,Centrapalus
Compositae,Centratherum
Acanthaceae,Centrilla
Compositae,Centrocarpha
Orchidaceae,Centrochilus
Poaceae,Centrochloa
Euphorbiaceae,Centrodiscus
Orchidaceae,Centrogenium
Orchidaceae,Centroglossa
Restionaceae,Centrolepis
Fabaceae,Centrolobium
Compositae,Centromadia
Melastomataceae,Centronia
Orchidaceae,Centropetalum
Gramineae,Centrophorum
Centroplacaceae,Centroplacus
Poaceae,Centropodia
Campanulaceae,Centropogon
Fabaceae,Centrosema
Orchidaceae,Centrosia
Orchidaceae,Centrosis
Gesneriaceae,Centrosolenia
Compositae,Centrospermum
Amaranthaceae,Centrostachys
Polygonaceae,Centrostegia
Apocynaceae,Centrostemma
Orchidaceae,Centrostigma
Euphorbiaceae,Centrostylis
Primulaceae,Centunculus
Nyctaginaceae,Ceodes
Crassulaceae,Cepaea
Rubiaceae,Cephaelis
Acanthaceae,Cephalacanthus
Cucurbitaceae,Cephalandra
Orchidaceae,Cephalangraecum
Orchidaceae,Cephalanthera
Orchidaceae,Cephalantheropsis
Rubiaceae,Cephalanthus
Araliaceae,Cephalaralia
Caprifoliaceae,Cephalaria
Rubiaceae,Cephaleis
Rubiaceae,Cephalidium
Rubiaceae,Cephalina
Compositae,Cephalipterum
Compositae,Cephalobembix
Cyperaceae,Cephalocarpus
Isoetaceae,Cephaloceraton
Cactaceae,Cephalocereus
Gramineae,Cephalochloa
Cactaceae,Cephalocleistocactus
Euphorbiaceae,Cephalocroton
Euphorbiaceae,Cephalocrotonopsis
Rubiaceae,Cephalodendron
Malvaceae,Cephalohibiscus
Cephaloziellaceae,Cephalojonesia
Lejeuneaceae,Cephalolejeunea
Jungermanniaceae,Cephalolobus
Cactaceae,Cephalomamillaria
Cactaceae,Cephalomammillaria
Hymenophyllaceae,Cephalomanes
Euphorbiaceae,Cephalomappa
Melastomataceae,Cephalomedinilla
Cephaloziellaceae,Cephalomitrion
Malvaceae,Cephalonema
Orchidaceae,Cephalopactis
Compositae,Cephalopappus
Cucurbitaceae,Cephalopentandra
Polygonaceae,Cephalophilon
Acanthaceae,Cephalophis
Compositae,Cephalophora
Cactaceae,Cephalophorus
Aizoaceae,Cephalophyllum
Apiaceae,Cephalopodium
Apiaceae,Cephalopodum
Plumbaginaceae,Cephalorhizum
Compositae,Cephalorhyncus
Compositae,Cephalorrhynchus
Araliaceae,Cephaloschefflera
Compositae,Cephalosorus
Myristicaceae,Cephalosphaera
Poaceae,Cephalostachyum
Rapateaceae,Cephalostemon
Campanulaceae,Cephalostigma
Fabaceae,Cephalostigmaton
Taxaceae,Cephalotaxus
Nyctaginaceae,Cephalotomandra
Moraceae,Cephalotrophis
Cephalotaceae,Cephalotus
Cephaloziaceae,Cephalozia
Cephaloziellaceae,Cephaloziella
Cephaloziellaceae,Cephaloziopsis
Polypodiaceae,Ceradenia
Orchidaceae,Ceraia
Phyllanthaceae,Ceramanthus
Melastomataceae,Ceramicalyx
Aristolochiaceae,Ceramium
Lauraceae,Ceramocarpium
Lauraceae,Ceramophora
Boraginaceae,Ceranthe
Solanaceae,Ceranthera
Oleaceae,Ceranthus
Rosaceae,Cerapadus
Didiereaceae,Ceraria
Rosaceae,Ceraseidos
Euphorbiaceae,Ceraselma
Cucurbitaceae,Cerasiocarpum
Rosaceae,Cerasolouiseania
Caryophyllaceae,Cerastium
Rosaceae,Cerasus
Orchidaceae,Ceratandra
Lamiaceae,Ceratanthus
Sapotaceae,Ceratephorus
Ericaceae,Ceratiola
Achariaceae,Ceratiosicyos
Cactaceae,Ceratistes
Rubiaceae,Ceratites
Orchidaceae,Ceratium
Papaveraceae,Ceratocapnos
Amaranthaceae,Ceratocarpus
Restionaceae,Ceratocaryum
Solanaceae,Ceratocaulos
Orchidaceae,Ceratocentron
Ranunculaceae,Ceratocephala
Ranunculaceae,Ceratocephalus
Gramineae,Ceratochaete
Orchidaceae,Ceratochilus
Poaceae,Ceratochloa
Brassicaceae,Ceratocnemum
Euphorbiaceae,Ceratococcus
Pteridaceae,Ceratodactylis
Ditrichaceae,Ceratodon
Compositae,Ceratogyne
Euphorbiaceae,Ceratogynum
Amaranthaceae,Ceratoides
Podostemaceae,Ceratolacis
Lejeuneaceae,Ceratolejeunea
Plumbaginaceae,Ceratolimon
Arecaceae,Ceratolobus
Labiatae,Ceratominthe
Fabaceae,Ceratonia
Cunoniaceae,Ceratopetalum
Euphorbiaceae,Ceratophorus
Ceratophyllaceae,Ceratophyllum
Bignoniaceae,Ceratophytum
Orchidaceae,Ceratopsis
Pteridaceae,Ceratopteris
Rubiaceae,Ceratopyxis
Cucurbitaceae,Ceratosanthes
Gesneriaceae,Ceratoscyphus
Malvaceae,Ceratosepalum
Ranunculaceae,Ceratostanthus
Ericaceae,Ceratostema
Plumbaginaceae,Ceratostigma
Orchidaceae,Ceratostylis
Pedaliaceae,Ceratotheca
Oxalidaceae,Ceratoxalis
Zamiaceae,Ceratozamia
Apocynaceae,Cerbera
Apocynaceae,Cerberiopsis
Ochnaceae,Cercanthemum
Araceae,Cercestis
Fabaceae,Cercidiopsis
Cercidiphyllaceae,Cercidiphyllum
Fabaceae,Cercidium
Ochnaceae,Cercinia
Fabaceae,Cercis
Rosaceae,Cercocarpus
Apocynaceae,Cercocoma
Lecythidaceae,Cercophora
Compositae,Cercostylos
Ochnaceae,Cercouratea
Boraginaceae,Cerdana
Caryophyllaceae,Cerdia
Gramineae,Cerea
Gramineae,Ceresia
Cactaceae,Cereus
Boraginaceae,Cerinthe
Boraginaceae,Cerinthodes
Boraginaceae,Cerinthopsis
Rhizophoraceae,Ceriops
Brassicaceae,Ceriosperma
Rubiaceae,Ceriscoides
Rubiaceae,Ceriscus
Myrtaceae,Cerocarpus
Orchidaceae,Cerochilus
Aizoaceae,Cerochlamys
Salicaceae,Cerolepis
Apocynaceae,Ceropegia
Grossulariaceae,Cerophyllum
Pteridaceae,Ceropteris
Pteridaceae,Cerosora
Myricaceae,Cerothamnus
Arecaceae,Ceroxylon
Myrtaceae,Cerqueiria
Fagaceae,Cerris
Compositae,Ceruana
Santalaceae,Cervantesia
Apiaceae,Cervaria
Boraginaceae,Cervia
Campanulaceae,Cervicina
Gymnomitriaceae,Cesius
Ochnaceae,Cespedesia
Orchidaceae,Cestichis
Solanaceae,Cestrum
Aspleniaceae,Ceterac
Aspleniaceae,Ceterach
Aspleniaceae,Ceterachopsis
Aspleniaceae,Ceterophyllitis
Rubiaceae,Ceuthocarpus
Pottiaceae,Ceuthospora
Casuarinaceae,Ceuthostoma
Orthotrichaceae,Ceuthotheca
Loasaceae,Cevallia
Gramineae,Ceytosis
Gramineae,Chaboissaea
Rhamnaceae,Chacaya
Compositae,Chacoa
Fabaceae,Chadsia
Compositae,Chaenactis
Orchidaceae,Chaenanthe
Melastomataceae,Chaenanthera
Plantaginaceae,Chaenarrhinum
Solanaceae,Chaenesthes
Rubiaceae,Chaenocarpus
Compositae,Chaenocephalus
Rosaceae,Chaenomeles
Melastomataceae,Chaenopleura
Plantaginaceae,Chaenorhinum
Scrophulariaceae,Chaenorrhinum
Scrophulariaceae,Chaenostoma
Euphorbiaceae,Chaenotheca
Apiaceae,Chaerophyllopsis
Apiaceae,Chaerophyllum
Acanthaceae,Chaetacanthus
Ulmaceae,Chaetachme
Ulmaceae,Chaetacme
Compositae,Chaetadelpha
Malvaceae,Chaetaea
Compositae,Chaetanthera
Restionaceae,Chaetanthus
Poaceae,Chaetaria
Poaceae,Chaetium
Poaceae,Chaetobromus
Fabaceae,Chaetocalyx
Peraceae,Chaetocarpus
Orchidaceae,Chaetocephala
Acanthaceae,Chaetochlamys
Gramineae,Chaetochloa
Pseudolepicoleaceae,Chaetocolea
Cyperaceae,Chaetocyperus
Eriocaulaceae,Chaetodiscus
Melastomataceae,Chaetogastra
Melastomataceae,Chaetolepis
Plumbaginaceae,Chaetolimon
Hookeriaceae,Chaetomitrella
Hookeriaceae,Chaetomitriopsis
Hookeriaceae,Chaetomitrium
Caryophyllaceae,Chaetonychia
Compositae,Chaetopappa
Hookeriaceae,Chaetophora
Chaetophyllopsaceae,Chaetophyllopsis
Poaceae,Chaetopoa
Poaceae,Chaetopogon
Apiaceae,Chaetosciadium
Compositae,Chaetoseris
Compositae,Chaetospira
Cyperaceae,Chaetospora
Rubiaceae,Chaetostachydium
Rubiaceae,Chaetostachys
Gramineae,Chaetostichium
Melastomataceae,Chaetostoma
Apocynaceae,Chaetosus
Acanthaceae,Chaetothylax
Acanthaceae,Chaetothylopsis
Gramineae,Chaetotropis
Gramineae,Chaeturus
Compositae,Chaetymenia
Cactaceae,Chaffeyopuntia
Dichapetalaceae,Chailletia
Lamiaceae,Chaiturus
Gesneriaceae,Chaixia
Acanthaceae,Chalarothyrsus
Rubiaceae,Chalazocarpus
Brassicaceae,Chalcanthus
Rutaceae,Chalcas
Gramineae,Chalcoelytrum
Cucurbitaceae,Chalema
Escalloniaceae,Chalepoa
Rubiaceae,Chalepophyllum
Melastomataceae,Chalybea
Gramineae,Chalynochlamys
Urticaceae,Chamabainia
Scrophulariaceae,Chamaeacanthus
Asphodelaceae,Chamaealoe
Orchidaceae,Chamaeangis
Orchidaceae,Chamaeanthus
Rosaceae,Chamaebatia
Rosaceae,Chamaebatiaria
Gigaspermaceae,Chamaebryum
Polygalaceae,Chamaebuxus
Gramineae,Chamaecalamus
Fabaceae,Chamaecassia
Caprifoliaceae,Chamaecerasus
Cactaceae,Chamaecereus
Compositae,Chamaechaenactis
Araceae,Chamaecladon
Apocynaceae,Chamaeclitandra
Costaceae,Chamaecostus
Fabaceae,Chamaecrista
Scrophulariaceae,Chamaecrypta
Cupressaceae,Chamaecyparis
Fabaceae,Chamaecytisus
Gramineae,Chamaedactylis
Ericaceae,Chamaedaphne
Arecaceae,Chamaedorea
Urticaceae,Chamaedryfolia
Aspleniaceae,Chamaefilix
Fabaceae,Chamaefistula
Orchidaceae,Chamaegastrodia
Compositae,Chamaegeron
Scrophulariaceae,Chamaegigas
Cyperaceae,Chamaegyne
Thymelaeaceae,Chamaejasme
Apiaceae,Chamaele
Compositae,Chamaeleon
Orchidaceae,Chamaeleorchis
Melanthiaceae,Chamaelirium
Cactaceae,Chamaelobivia
Rosaceae,Chamaemeles
Compositae,Chamaemelum
Rosaceae,Chamaemespilus
Apiaceae,Chamaemyrrhis
Onagraceae,Chamaenerion
Rubiaceae,Chamaepentas
Cornaceae,Chamaepericlymenum
Compositae,Chamaepeuce
Palmae,Chamaephoenix
Labiatae,Chamaepitys
Compositae,Chamaepus
Acanthaceae,Chamaeranthemum
Poaceae,Chamaeraphis
Orchidaceae,Chamaerepes
Crassulaceae,Chamaerhodiola
Rosaceae,Chamaerhodos
Palmae,Chamaeriphe
Palmae,Chamaeriphes
Arecaceae,Chamaerops
Solanaceae,Chamaesaracha
Apiaceae,Chamaesciadium
Asparagaceae,Chamaescilla
Fabaceae,Chamaesenna
Apiaceae,Chamaesium
Fabaceae,Chamaespartium
Fabaceae,Chamaesparton
Lamiaceae,Chamaesphacos
Euphorbiaceae,Chamaesyce
Asparagaceae,Chamaexeros
Gramineae,Chamagrostis
Apiaceae,Chamarea
Compositae,Chamartemisia
Brachytheciaceae,Chamberlainia
Arecaceae,Chambeyronia
Myrtaceae,Chamelaucium
Calymperaceae,Chameleion
Orchidaceae,Chamelophyton
Iridaceae,Chamelum
Onagraceae,Chamerion
Myrtaceae,Chamguava
Brassicaceae,Chamira
Rubiaceae,Chamisme
Amaranthaceae,Chamissoa
Boraginaceae,Chamissoniophila
Orchidaceae,Chamodenia
Orchidaceae,Chamorchis
Magnoliaceae,Champaca
